value;dimension;domain;variable;depth;datetime;location;experiment;fertilizer_tr;variety_tr;plantdensity_tr;plantingdate_tr;soilmanagement_tr;plantprotection_tr;repetition;
191;date;maize;flwdate;0;1995-07-10 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
187;date;maize;flwdate;0;1996-07-05 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
188;date;maize;flwdate;0;1996-07-06 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
190;date;maize;flwdate;0;1996-07-08 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
187;date;maize;flwdate;0;1996-07-05 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
188;date;maize;flwdate;0;1997-07-07 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
189;date;maize;flwdate;0;1997-07-08 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
188;date;maize;flwdate;0;1997-07-07 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
191;date;maize;flwdate;0;1997-07-10 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;4;NA;1;NA;NA;1;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;4;NA;1;NA;NA;2;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;4;NA;1;NA;NA;3;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;4;NA;1;NA;NA;4;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;4;NA;1;NA;NA;1;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;4;NA;1;NA;NA;2;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;4;NA;1;NA;NA;3;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;4;NA;1;NA;NA;4;
179;date;maize;flwdate;0;2000-06-27 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
174;date;maize;flwdate;0;2000-06-22 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
180;date;maize;flwdate;0;2000-06-28 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
180;date;maize;flwdate;0;2000-06-28 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
185;date;maize;flwdate;0;2001-07-04 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
187;date;maize;flwdate;0;2001-07-06 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
186;date;maize;flwdate;0;2001-07-05 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
184;date;maize;flwdate;0;2001-07-03 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
180;date;maize;flwdate;0;2002-06-29 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
178;date;maize;flwdate;0;2002-06-27 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
178;date;maize;flwdate;0;2002-06-27 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
178;date;maize;flwdate;0;2002-06-27 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
177;date;maize;flwdate;0;2003-06-26 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
181;date;maize;flwdate;0;2003-06-30 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
180;date;maize;flwdate;0;2003-06-29 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
181;date;maize;flwdate;0;2003-06-30 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
190;date;maize;flwdate;0;2004-07-08 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
190;date;maize;flwdate;0;2004-07-08 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
190;date;maize;flwdate;0;2004-07-08 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
192;date;maize;flwdate;0;2004-07-10 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
189;date;maize;flwdate;0;2005-07-08 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
190;date;maize;flwdate;0;2005-07-09 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
197;date;maize;flwdate;0;2005-07-16 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
204;date;maize;flwdate;0;2005-07-23 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
187;date;maize;flwdate;0;2006-07-06 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
185;date;maize;flwdate;0;2006-07-04 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
188;date;maize;flwdate;0;2006-07-07 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
187;date;maize;flwdate;0;2006-07-06 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
177;date;maize;flwdate;0;2007-06-26 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
183;date;maize;flwdate;0;2007-07-02 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
189;date;maize;flwdate;0;2007-07-08 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
195;date;maize;flwdate;0;2007-07-14 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
180;date;maize;flwdate;0;2008-06-28 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
180;date;maize;flwdate;0;2008-06-28 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
180;date;maize;flwdate;0;2008-06-28 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
181;date;maize;flwdate;0;2008-06-29 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
180;date;maize;flwdate;0;2009-06-29 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
181;date;maize;flwdate;0;2009-06-30 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
182;date;maize;flwdate;0;2009-07-01 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
182;date;maize;flwdate;0;2009-07-01 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
189;date;maize;flwdate;0;2010-07-08 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
188;date;maize;flwdate;0;2010-07-07 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
187;date;maize;flwdate;0;2010-07-06 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
187;date;maize;flwdate;0;2010-07-06 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
185;date;maize;flwdate;0;2011-07-04 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
181;date;maize;flwdate;0;2011-06-30 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
183;date;maize;flwdate;0;2011-07-02 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
183;date;maize;flwdate;0;2011-07-02 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
184;date;maize;flwdate;0;2012-07-02 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
184;date;maize;flwdate;0;2012-07-02 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
182;date;maize;flwdate;0;2012-06-30 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
185;date;maize;flwdate;0;2012-07-03 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
181;date;maize;flwdate;0;2013-06-30 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
181;date;maize;flwdate;0;2013-06-30 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
181;date;maize;flwdate;0;2013-06-30 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
181;date;maize;flwdate;0;2013-06-30 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
187;date;maize;flwdate;0;2014-07-06 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
187;date;maize;flwdate;0;2014-07-06 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
188;date;maize;flwdate;0;2014-07-07 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
188;date;maize;flwdate;0;2014-07-07 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
182;date;maize;flwdate;0;2015-07-01 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
181;date;maize;flwdate;0;2015-06-30 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
181;date;maize;flwdate;0;2015-06-30 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
183;date;maize;flwdate;0;2015-07-02 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
185;date;maize;flwdate;0;2016-07-03 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
184;date;maize;flwdate;0;2016-07-02 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
184;date;maize;flwdate;0;2016-07-02 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
185;date;maize;flwdate;0;2016-07-03 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
181;date;maize;flwdate;0;2017-06-30 12:00;MV;planting_date;2;4;NA;1;NA;NA;1;
181;date;maize;flwdate;0;2017-06-30 12:00;MV;planting_date;2;4;NA;1;NA;NA;2;
181;date;maize;flwdate;0;2017-06-30 12:00;MV;planting_date;2;4;NA;1;NA;NA;3;
184;date;maize;flwdate;0;2017-07-03 12:00;MV;planting_date;2;4;NA;1;NA;NA;4;
202;date;maize;flwdate;0;1991-07-21 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
203;date;maize;flwdate;0;1991-07-22 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
206;date;maize;flwdate;0;1991-07-25 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
206;date;maize;flwdate;0;1991-07-25 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;1;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;2;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;3;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;4;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;1;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;2;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;3;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;4;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;1;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;2;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;3;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;4;
192;date;maize;flwdate;0;1995-07-11 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
193;date;maize;flwdate;0;1995-07-12 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
194;date;maize;flwdate;0;1995-07-13 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
192;date;maize;flwdate;0;1995-07-11 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
187;date;maize;flwdate;0;1996-07-05 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
187;date;maize;flwdate;0;1996-07-05 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
184;date;maize;flwdate;0;1996-07-02 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
187;date;maize;flwdate;0;1996-07-05 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
189;date;maize;flwdate;0;1997-07-08 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
189;date;maize;flwdate;0;1997-07-08 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
188;date;maize;flwdate;0;1997-07-07 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
189;date;maize;flwdate;0;1997-07-08 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;1;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;2;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;3;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;4;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;1;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;2;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;3;
NA;date;maize;flwdate;0;NA;MV;planting_date;2;5;NA;1;NA;NA;4;
180;date;maize;flwdate;0;2000-06-28 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
177;date;maize;flwdate;0;2000-06-25 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
178;date;maize;flwdate;0;2000-06-26 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
176;date;maize;flwdate;0;2000-06-24 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
187;date;maize;flwdate;0;2001-07-06 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
190;date;maize;flwdate;0;2001-07-09 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
191;date;maize;flwdate;0;2001-07-10 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
189;date;maize;flwdate;0;2001-07-08 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
181;date;maize;flwdate;0;2002-06-30 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
181;date;maize;flwdate;0;2002-06-30 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
178;date;maize;flwdate;0;2002-06-27 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
180;date;maize;flwdate;0;2002-06-29 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
182;date;maize;flwdate;0;2003-07-01 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
182;date;maize;flwdate;0;2003-07-01 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
181;date;maize;flwdate;0;2003-06-30 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
183;date;maize;flwdate;0;2003-07-02 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
194;date;maize;flwdate;0;2004-07-12 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
192;date;maize;flwdate;0;2004-07-10 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
194;date;maize;flwdate;0;2004-07-12 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
195;date;maize;flwdate;0;2004-07-13 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
189;date;maize;flwdate;0;2005-07-08 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
191;date;maize;flwdate;0;2005-07-10 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
199;date;maize;flwdate;0;2005-07-18 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
205;date;maize;flwdate;0;2005-07-24 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
190;date;maize;flwdate;0;2006-07-09 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
188;date;maize;flwdate;0;2006-07-07 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
188;date;maize;flwdate;0;2006-07-07 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
188;date;maize;flwdate;0;2006-07-07 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
178;date;maize;flwdate;0;2007-06-27 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
184;date;maize;flwdate;0;2007-07-03 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
189;date;maize;flwdate;0;2007-07-08 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
195;date;maize;flwdate;0;2007-07-14 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
180;date;maize;flwdate;0;2008-06-28 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
181;date;maize;flwdate;0;2008-06-29 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
180;date;maize;flwdate;0;2008-06-28 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
181;date;maize;flwdate;0;2008-06-29 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
186;date;maize;flwdate;0;2009-07-05 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
184;date;maize;flwdate;0;2009-07-03 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
185;date;maize;flwdate;0;2009-07-04 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
184;date;maize;flwdate;0;2009-07-03 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
193;date;maize;flwdate;0;2010-07-12 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
192;date;maize;flwdate;0;2010-07-11 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
192;date;maize;flwdate;0;2010-07-11 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
193;date;maize;flwdate;0;2010-07-12 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
186;date;maize;flwdate;0;2011-07-05 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
185;date;maize;flwdate;0;2011-07-04 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
189;date;maize;flwdate;0;2011-07-08 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
189;date;maize;flwdate;0;2011-07-08 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
186;date;maize;flwdate;0;2012-07-04 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
187;date;maize;flwdate;0;2012-07-05 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
188;date;maize;flwdate;0;2012-07-06 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
188;date;maize;flwdate;0;2012-07-06 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
185;date;maize;flwdate;0;2013-07-04 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
185;date;maize;flwdate;0;2013-07-04 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
184;date;maize;flwdate;0;2013-07-03 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
184;date;maize;flwdate;0;2013-07-03 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
192;date;maize;flwdate;0;2014-07-11 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
191;date;maize;flwdate;0;2014-07-10 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
190;date;maize;flwdate;0;2014-07-09 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
190;date;maize;flwdate;0;2014-07-09 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
182;date;maize;flwdate;0;2015-07-01 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
186;date;maize;flwdate;0;2015-07-05 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
185;date;maize;flwdate;0;2015-07-04 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
186;date;maize;flwdate;0;2015-07-05 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
186;date;maize;flwdate;0;2016-07-04 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
187;date;maize;flwdate;0;2016-07-05 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
188;date;maize;flwdate;0;2016-07-06 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
189;date;maize;flwdate;0;2016-07-07 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
182;date;maize;flwdate;0;2017-07-01 12:00;MV;planting_date;2;5;NA;1;NA;NA;1;
184;date;maize;flwdate;0;2017-07-03 12:00;MV;planting_date;2;5;NA;1;NA;NA;2;
183;date;maize;flwdate;0;2017-07-02 12:00;MV;planting_date;2;5;NA;1;NA;NA;3;
186;date;maize;flwdate;0;2017-07-05 12:00;MV;planting_date;2;5;NA;1;NA;NA;4;
200;date;maize;flwdate;0;1991-07-19 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
200;date;maize;flwdate;0;1991-07-19 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
199;date;maize;flwdate;0;1991-07-18 12:00;MV;planting_date;3;1;NA;1;NA;NA;3;
201;date;maize;flwdate;0;1991-07-20 12:00;MV;planting_date;3;1;NA;1;NA;NA;4;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;1;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;2;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;3;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;4;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;1;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;2;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;3;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;4;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;1;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;2;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;3;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;4;
190;date;maize;flwdate;0;1995-07-09 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
188;date;maize;flwdate;0;1995-07-07 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
188;date;maize;flwdate;0;1995-07-07 12:00;MV;planting_date;3;1;NA;1;NA;NA;3;
190;date;maize;flwdate;0;1995-07-09 12:00;MV;planting_date;3;1;NA;1;NA;NA;4;
186;date;maize;flwdate;0;1996-07-04 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
183;date;maize;flwdate;0;1996-07-01 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
185;date;maize;flwdate;0;1996-07-03 12:00;MV;planting_date;3;1;NA;1;NA;NA;3;
184;date;maize;flwdate;0;1996-07-02 12:00;MV;planting_date;3;1;NA;1;NA;NA;4;
185;date;maize;flwdate;0;1997-07-04 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
185;date;maize;flwdate;0;1997-07-04 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
185;date;maize;flwdate;0;1997-07-04 12:00;MV;planting_date;3;1;NA;1;NA;NA;3;
185;date;maize;flwdate;0;1997-07-04 12:00;MV;planting_date;3;1;NA;1;NA;NA;4;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;1;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;2;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;3;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;4;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;1;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;2;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;3;
NA;date;maize;flwdate;0;NA;MV;planting_date;3;1;NA;1;NA;NA;4;
175;date;maize;flwdate;0;2000-06-23 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
177;date;maize;flwdate;0;2000-06-25 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
172;date;maize;flwdate;0;2000-06-20 12:00;MV;planting_date;3;1;NA;1;NA;NA;3;
178;date;maize;flwdate;0;2000-06-26 12:00;MV;planting_date;3;1;NA;1;NA;NA;4;
182;date;maize;flwdate;0;2001-07-01 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
182;date;maize;flwdate;0;2001-07-01 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
182;date;maize;flwdate;0;2001-07-01 12:00;MV;planting_date;3;1;NA;1;NA;NA;3;
183;date;maize;flwdate;0;2001-07-02 12:00;MV;planting_date;3;1;NA;1;NA;NA;4;
177;date;maize;flwdate;0;2002-06-26 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
178;date;maize;flwdate;0;2002-06-27 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
177;date;maize;flwdate;0;2002-06-26 12:00;MV;planting_date;3;1;NA;1;NA;NA;3;
179;date;maize;flwdate;0;2002-06-28 12:00;MV;planting_date;3;1;NA;1;NA;NA;4;
177;date;maize;flwdate;0;2003-06-26 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
181;date;maize;flwdate;0;2003-06-30 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
179;date;maize;flwdate;0;2003-06-28 12:00;MV;planting_date;3;1;NA;1;NA;NA;3;
177;date;maize;flwdate;0;2003-06-26 12:00;MV;planting_date;3;1;NA;1;NA;NA;4;
189;date;maize;flwdate;0;2004-07-07 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
191;date;maize;flwdate;0;2004-07-09 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
191;date;maize;flwdate;0;2004-07-09 12:00;MV;planting_date;3;1;NA;1;NA;NA;3;
191;date;maize;flwdate;0;2004-07-09 12:00;MV;planting_date;3;1;NA;1;NA;NA;4;
188;date;maize;flwdate;0;2005-07-07 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
189;date;maize;flwdate;0;2005-07-08 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
194;date;maize;flwdate;0;2005-07-13 12:00;MV;planting_date;3;1;NA;1;NA;NA;3;
202;date;maize;flwdate;0;2005-07-21 12:00;MV;planting_date;3;1;NA;1;NA;NA;4;
186;date;maize;flwdate;0;2006-07-05 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
184;date;maize;flwdate;0;2006-07-03 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
183;date;maize;flwdate;0;2006-07-02 12:00;MV;planting_date;3;1;NA;1;NA;NA;3;
184;date;maize;flwdate;0;2006-07-03 12:00;MV;planting_date;3;1;NA;1;NA;NA;4;
174;date;maize;flwdate;0;2007-06-23 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
179;date;maize;flwdate;0;2007-06-28 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
185;date;maize;flwdate;0;2007-07-04 12:00;MV;planting_date;3;1;NA;1;NA;NA;3;
191;date;maize;flwdate;0;2007-07-10 12:00;MV;planting_date;3;1;NA;1;NA;NA;4;
179;date;maize;flwdate;0;2008-06-27 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
180;date;maize;flwdate;0;2008-06-28 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
180;date;maize;flwdate;0;2008-06-28 12:00;MV;planting_date;3;1;NA;1;NA;NA;3;
180;date;maize;flwdate;0;2008-06-28 12:00;MV;planting_date;3;1;NA;1;NA;NA;4;
181;date;maize;flwdate;0;2009-06-30 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
181;date;maize;flwdate;0;2009-06-30 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
181;date;maize;flwdate;0;2009-06-30 12:00;MV;planting_date;3;1;NA;1;NA;NA;3;
180;date;maize;flwdate;0;2009-06-29 12:00;MV;planting_date;3;1;NA;1;NA;NA;4;
186;date;maize;flwdate;0;2010-07-05 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
187;date;maize;flwdate;0;2010-07-06 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
187;date;maize;flwdate;0;2010-07-06 12:00;MV;planting_date;3;1;NA;1;NA;NA;3;
187;date;maize;flwdate;0;2010-07-06 12:00;MV;planting_date;3;1;NA;1;NA;NA;4;
184;date;maize;flwdate;0;2011-07-03 12:00;MV;planting_date;3;1;NA;1;NA;NA;1;
181;date;maize;flwdate;0;2011-06-30 12:00;MV;planting_date;3;1;NA;1;NA;NA;2;
